Location,Latitude,Longitude,Country,SeverityScore,IncidentsTotal
POINT(-100.40462 20.57953),"20.58","-100.405",Mexico,0.043,"56"
POINT(-100.37058 20.59479),"20.595","-100.371",Mexico,0.036,"3"
POINT(-100.37311 20.5973),"20.597","-100.373",Mexico,0.045,"14"
POINT(-100.41113 20.58524),"20.585","-100.411",Mexico,0.013,"9"
POINT(-100.40313 20.57825),"20.578","-100.403",Mexico,0.014,"25"
POINT(-100.41966 20.61121),"20.611","-100.42",Mexico,0.031,"8"
POINT(-100.38717 20.61376),"20.614","-100.387",Mexico,0.024,"4"
POINT(-100.3853 20.61884),"20.619","-100.385",Mexico,0.054,"4"
POINT(-100.4058 20.57262),"20.573","-100.406",Mexico,0.037,"20"
POINT(-100.40649 20.6285),"20.629","-100.406",Mexico,0.04,"3"
POINT(-100.40636 20.62787),"20.628","-100.406",Mexico,0.055,"12"
POINT(-100.36762 20.59201),"20.592","-100.368",Mexico,0.037,"16"
POINT(-100.44275 20.70494),"20.705","-100.443",Mexico,0.018,"3"
POINT(-100.37618 20.60145),"20.601","-100.376",Mexico,0.033,"7"
POINT(-100.4091 20.56896),"20.569","-100.409",Mexico,0.008,"3"
POINT(-100.40501 20.64519),"20.645","-100.405",Mexico,0.097,"8"
POINT(-100.40479 20.58408),"20.584","-100.405",Mexico,0.016,"3"
POINT(-100.41429 20.62059),"20.621","-100.414",Mexico,0.074,"24"
POINT(-100.39005 20.58934),"20.589","-100.39",Mexico,0.032,"4"
POINT(-100.38476 20.58444),"20.584","-100.385",Mexico,0.045,"6"
POINT(-100.412 20.58026),"20.58","-100.412",Mexico,0.064,"3"
POINT(-100.4034 20.6276),"20.628","-100.403",Mexico,0.046,"4"
POINT(-100.44212 20.62452),"20.625","-100.442",Mexico,0.132,"4"
POINT(-100.362 20.58365),"20.584","-100.362",Mexico,0.015,"4"
POINT(-100.47925 20.62766),"20.628","-100.479",Mexico,0.345,"17"
POINT(-100.3993 20.62763),"20.628","-100.399",Mexico,0.082,"3"
POINT(-100.39077 20.62986),"20.63","-100.391",Mexico,0.028,"3"
POINT(-100.44049 20.64284),"20.643","-100.44",Mexico,0.085,"19"
POINT(-100.37993 20.61107),"20.611","-100.38",Mexico,0.024,"4"
POINT(-100.43665 20.61632),"20.616","-100.437",Mexico,0.112,"34"
POINT(-100.41037 20.56705),"20.567","-100.41",Mexico,0.006,"3"
POINT(-100.41135 20.61924),"20.619","-100.411",Mexico,0.038,"8"
POINT(-100.43165 20.64701),"20.647","-100.432",Mexico,0.009,"3"
POINT(-100.38399 20.61273),"20.613","-100.384",Mexico,0.041,"7"
POINT(-100.38277 20.57389),"20.574","-100.383",Mexico,0.111,"4"
POINT(-100.40615 20.58083),"20.581","-100.406",Mexico,0.041,"57"
POINT(-100.37433 20.59848),"20.598","-100.374",Mexico,0.034,"9"
POINT(-100.41161 20.56569),"20.566","-100.412",Mexico,0.026,"19"
POINT(-100.41968 20.61229),"20.612","-100.42",Mexico,0.082,"20"
POINT(-100.44471 20.64286),"20.643","-100.445",Mexico,0.21,"10"
POINT(-100.41167 20.62323),"20.623","-100.412",Mexico,0.051,"3"
POINT(-100.38271 20.5867),"20.587","-100.383",Mexico,0.053,"7"
POINT(-100.38271 20.57312),"20.573","-100.383",Mexico,0.165,"6"
POINT(-100.41421 20.59311),"20.593","-100.414",Mexico,0.018,"26"
POINT(-100.40734 20.58192),"20.582","-100.407",Mexico,0.031,"45"
POINT(-100.38277 20.57667),"20.577","-100.383",Mexico,0.037,"15"
POINT(-100.41341 20.58995),"20.59","-100.413",Mexico,0.008,"4"
POINT(-100.36173 20.58099),"20.581","-100.362",Mexico,0.01,"4"
POINT(-100.47089 20.63673),"20.637","-100.471",Mexico,0.129,"5"
POINT(-100.39677 20.60937),"20.609","-100.397",Mexico,0.112,"3"
POINT(-100.37311 20.57812),"20.578","-100.373",Mexico,0.033,"3"
POINT(-100.41271 20.58647),"20.586","-100.413",Mexico,0.008,"6"
POINT(-100.38571 20.61381),"20.614","-100.386",Mexico,0.058,"24"
POINT(-100.44051 20.70548),"20.705","-100.441",Mexico,0.201,"12"
POINT(-100.37202 20.59693),"20.597","-100.372",Mexico,0.011,"3"
POINT(-100.39333 20.63454),"20.635","-100.393",Mexico,0.082,"6"
POINT(-100.39375 20.5841),"20.584","-100.394",Mexico,0.008,"3"
POINT(-100.39534 20.64014),"20.64","-100.395",Mexico,0.075,"3"
POINT(-100.3925 20.58451),"20.585","-100.392",Mexico,0.044,"8"
POINT(-100.40044 20.57915),"20.579","-100.4",Mexico,0.026,"3"
POINT(-100.39776 20.58214),"20.582","-100.398",Mexico,0.051,"12"
POINT(-100.37161 20.59598),"20.596","-100.372",Mexico,0.026,"10"
POINT(-100.41565 20.59577),"20.596","-100.416",Mexico,0.011,"5"
POINT(-100.36247 20.58494),"20.585","-100.362",Mexico,0.064,"13"
POINT(-100.41484 20.63852),"20.639","-100.415",Mexico,0.352,"6"
POINT(-100.39518 20.61682),"20.617","-100.395",Mexico,0.017,"4"
POINT(-100.3857 20.57784),"20.578","-100.386",Mexico,0.064,"40"
POINT(-100.38672 20.62736),"20.627","-100.387",Mexico,0.131,"7"
POINT(-100.40488 20.57382),"20.574","-100.405",Mexico,0.024,"12"
POINT(-100.38681 20.58088),"20.581","-100.387",Mexico,0.054,"4"
POINT(-100.39657 20.61686),"20.617","-100.397",Mexico,0.068,"12"
POINT(-100.422 20.61905),"20.619","-100.422",Mexico,0.017,"6"
POINT(-100.39817 20.61663),"20.617","-100.398",Mexico,0.016,"4"
POINT(-100.40586 20.62178),"20.622","-100.406",Mexico,0.07,"8"
POINT(-100.4155 20.56113),"20.561","-100.415",Mexico,0.035,"16"
POINT(-100.40606 20.62477),"20.625","-100.406",Mexico,0.096,"9"
POINT(-100.44172 20.64305),"20.643","-100.442",Mexico,0.087,"12"
POINT(-100.39563 20.63196),"20.632","-100.396",Mexico,0.331,"3"
POINT(-100.40344 20.65373),"20.654","-100.403",Mexico,0.093,"3"
POINT(-100.42099 20.61659),"20.617","-100.421",Mexico,0.029,"7"
POINT(-100.39939 20.61664),"20.617","-100.399",Mexico,0.038,"7"
POINT(-100.38261 20.61127),"20.611","-100.383",Mexico,0.017,"3"
POINT(-100.38831 20.5861),"20.586","-100.388",Mexico,0.094,"6"
POINT(-100.44137 20.62218),"20.622","-100.441",Mexico,0.058,"5"
POINT(-100.38942 20.62381),"20.624","-100.389",Mexico,0.071,"7"
POINT(-100.41585 20.5871),"20.587","-100.416",Mexico,0.01,"3"
POINT(-100.42128 20.61772),"20.618","-100.421",Mexico,0.011,"3"
POINT(-100.38986 20.59871),"20.599","-100.39",Mexico,0.044,"3"
POINT(-100.41833 20.6071),"20.607","-100.418",Mexico,0.012,"3"
POINT(-100.36893 20.59327),"20.593","-100.369",Mexico,0.036,"10"
POINT(-100.3869 20.6149),"20.615","-100.387",Mexico,0.05,"5"
POINT(-100.4045 20.64844),"20.648","-100.404",Mexico,0.072,"3"
POINT(-100.39269 20.64412),"20.644","-100.393",Mexico,0.128,"5"
POINT(-100.3827 20.57537),"20.575","-100.383",Mexico,0.101,"24"
POINT(-100.44202 20.62351),"20.624","-100.442",Mexico,0.044,"3"
POINT(-100.37784 20.60636),"20.606","-100.378",Mexico,0.024,"4"
POINT(-100.42158 20.61906),"20.619","-100.422",Mexico,0.025,"6"
POINT(-100.38373 20.58098),"20.581","-100.384",Mexico,0.02,"3"
POINT(-100.42096 20.60286),"20.603","-100.421",Mexico,0.03,"3"
POINT(-100.39657 20.59821),"20.598","-100.397",Mexico,0.056,"3"
POINT(-100.43681 20.63962),"20.64","-100.437",Mexico,0.035,"3"
POINT(-100.38859 20.62759),"20.628","-100.389",Mexico,0.057,"3"
POINT(-100.35856 20.57028),"20.57","-100.359",Mexico,0.01,"3"
POINT(-100.38997 20.61641),"20.616","-100.39",Mexico,0.04,"15"
POINT(-100.39228 20.64555),"20.646","-100.392",Mexico,0.091,"5"
POINT(-100.36344 20.58724),"20.587","-100.363",Mexico,0.027,"3"
POINT(-100.41568 20.6211),"20.621","-100.416",Mexico,0.042,"4"
POINT(-100.41166 20.58609),"20.586","-100.412",Mexico,0.029,"48"
POINT(-100.41317 20.58902),"20.589","-100.413",Mexico,0.015,"23"
POINT(-100.38115 20.58624),"20.586","-100.381",Mexico,0.015,"3"
POINT(-100.38569 20.65324),"20.653","-100.386",Mexico,0.12,"8"
POINT(-100.41245 20.62577),"20.626","-100.412",Mexico,0.056,"3"
POINT(-100.42264 20.62214),"20.622","-100.423",Mexico,0.027,"31"
POINT(-100.38447 20.65326),"20.653","-100.384",Mexico,0.22,"4"
POINT(-100.39095 20.63173),"20.632","-100.391",Mexico,0.043,"8"
POINT(-100.41569 20.64249),"20.642","-100.416",Mexico,0.04,"18"
POINT(-100.43818 20.6159),"20.616","-100.438",Mexico,0.039,"3"
POINT(-100.36382 20.5888),"20.589","-100.364",Mexico,0.025,"10"
POINT(-100.45011 20.64265),"20.643","-100.45",Mexico,0.065,"5"
POINT(-100.41692 20.57869),"20.579","-100.417",Mexico,0.049,"3"
POINT(-100.3801 20.61356),"20.614","-100.38",Mexico,0.129,"8"
POINT(-100.39227 20.61663),"20.617","-100.392",Mexico,0.05,"9"
POINT(-100.43121 20.6456),"20.646","-100.431",Mexico,0.063,"16"
POINT(-100.41271 20.56456),"20.565","-100.413",Mexico,0.008,"3"
POINT(-100.40709 20.57124),"20.571","-100.407",Mexico,0.008,"7"
POINT(-100.4184 20.62157),"20.622","-100.418",Mexico,0.068,"12"
POINT(-100.37758 20.60565),"20.606","-100.378",Mexico,0.029,"11"
POINT(-100.40425 20.5713),"20.571","-100.404",Mexico,0.044,"3"
POINT(-100.3853 20.58464),"20.585","-100.385",Mexico,0.02,"3"
POINT(-100.40363 20.61746),"20.617","-100.404",Mexico,0.032,"3"
POINT(-100.40708 20.59574),"20.596","-100.407",Mexico,0.039,"5"
POINT(-100.3826 20.62435),"20.624","-100.383",Mexico,0.009,"3"
POINT(-100.40594 20.63439),"20.634","-100.406",Mexico,0.141,"4"
POINT(-100.39527 20.55431),"20.554","-100.395",Mexico,0.082,"5"
POINT(-100.41356 20.56333),"20.563","-100.414",Mexico,0.034,"13"
POINT(-100.39812 20.53832),"20.538","-100.398",Mexico,0.142,"13"
POINT(-100.41611 20.56014),"20.56","-100.416",Mexico,0.006,"3"
POINT(-100.42572 20.54811),"20.548","-100.426",Mexico,0.007,"6"
POINT(-100.44017 20.53258),"20.533","-100.44",Mexico,0.006,"3"
POINT(-100.44607 20.53274),"20.533","-100.446",Mexico,0.132,"10"
POINT(-100.43537 20.53692),"20.537","-100.435",Mexico,0.254,"19"
POINT(-100.39866 20.54525),"20.545","-100.399",Mexico,0.095,"6"
POINT(-100.41118 20.5537),"20.554","-100.411",Mexico,0.298,"17"
POINT(-100.46072 20.52706),"20.527","-100.461",Mexico,0.019,"3"
POINT(-100.4281 20.54916),"20.549","-100.428",Mexico,0.08,"9"
POINT(-100.45142 20.53022),"20.53","-100.451",Mexico,0.105,"5"
POINT(-100.39872 20.54674),"20.547","-100.399",Mexico,0.115,"3"
POINT(-100.41184 20.55462),"20.555","-100.412",Mexico,0.092,"13"
POINT(-100.43323 20.53942),"20.539","-100.433",Mexico,0.006,"3"
POINT(-100.42522 20.54908),"20.549","-100.425",Mexico,0.016,"7"
POINT(-100.41819 20.55776),"20.558","-100.418",Mexico,0.044,"19"
POINT(-100.42425 20.55015),"20.55","-100.424",Mexico,0.006,"3"
POINT(-100.43117 20.54205),"20.542","-100.431",Mexico,0.009,"3"
POINT(-100.39979 20.54218),"20.542","-100.4",Mexico,0.1,"5"
POINT(-100.44077 20.52723),"20.527","-100.441",Mexico,0.041,"3"
POINT(-100.42172 20.54618),"20.546","-100.422",Mexico,0.159,"3"
POINT(-100.43571 20.53651),"20.537","-100.436",Mexico,0.131,"8"
POINT(-100.41287 20.56148),"20.561","-100.413",Mexico,0.132,"10"
POINT(-100.40908 20.55213),"20.552","-100.409",Mexico,0.088,"13"
POINT(-100.4321 20.54064),"20.541","-100.432",Mexico,0.009,"4"
POINT(-100.39219 20.54786),"20.548","-100.392",Mexico,0.031,"3"
POINT(-100.39912 20.53971),"20.54","-100.399",Mexico,0.214,"9"
POINT(-100.45848 20.53628),"20.536","-100.458",Mexico,0.073,"3"
POINT(-100.39963 20.541),"20.541","-100.4",Mexico,0.054,"6"
POINT(-100.26052 20.622),"20.622","-100.261",Mexico,0.072,"3"
POINT(-100.25375 20.58111),"20.581","-100.254",Mexico,0.219,"9"
POINT(-100.34294 20.65393),"20.654","-100.343",Mexico,0.025,"5"
POINT(-99.95835 20.38976),"20.39","-99.958",Mexico,0.037,"3"
POINT(-99.98232 20.40498),"20.405","-99.982",Mexico,0.154,"9"
POINT(-87.46685 20.20982),"20.21","-87.467",Mexico,0.117,"3"
POINT(-87.07966 20.63623),"20.636","-87.08",Mexico,0.151,"7"
POINT(-87.08 20.65775),"20.658","-87.08",Mexico,0.19,"14"
POINT(-87.07937 20.65685),"20.657","-87.079",Mexico,0.39,"6"
POINT(-87.07873 20.64355),"20.644","-87.079",Mexico,0.028,"3"
POINT(-86.87641 21.13136),"21.131","-86.876",Mexico,0.037,"3"
POINT(-86.86141 21.10156),"21.102","-86.861",Mexico,0.064,"6"
POINT(-86.85342 21.18501),"21.185","-86.853",Mexico,0.099,"3"
POINT(-86.87926 21.14622),"21.146","-86.879",Mexico,0.19,"6"
POINT(-86.87665 21.13283),"21.133","-86.877",Mexico,0.151,"11"
POINT(-86.86945 21.14),"21.14","-86.869",Mexico,0.075,"15"
POINT(-86.8875 21.13248),"21.132","-86.887",Mexico,0.066,"3"
POINT(-86.85581 21.14097),"21.141","-86.856",Mexico,0.101,"19"
POINT(-86.90792 21.13406),"21.134","-86.908",Mexico,0.002,"3"
POINT(-86.87142 21.19336),"21.193","-86.871",Mexico,0.12,"3"
POINT(-86.87665 21.1285),"21.129","-86.877",Mexico,0.053,"3"
POINT(-86.87674 21.1368),"21.137","-86.877",Mexico,0.054,"4"
POINT(-86.87005 21.14217),"21.142","-86.87",Mexico,0.056,"5"
POINT(-86.85977 21.14786),"21.148","-86.86",Mexico,0.017,"3"
POINT(-86.85616 21.17002),"21.17","-86.856",Mexico,0.036,"3"
POINT(-86.85287 21.18368),"21.184","-86.853",Mexico,0.099,"5"
POINT(-86.81045 21.18219),"21.182","-86.81",Mexico,0.181,"6"
POINT(-86.85594 21.14818),"21.148","-86.856",Mexico,0.055,"15"
POINT(-86.87819 21.12295),"21.123","-86.878",Mexico,0.054,"8"
POINT(-86.90091 21.13207),"21.132","-86.901",Mexico,0.077,"3"
POINT(-107.54579 24.7628),"24.763","-107.546",Mexico,0.33,"9"
POINT(-107.37097 24.76386),"24.764","-107.371",Mexico,0.078,"4"
POINT(-107.39361 24.7803),"24.78","-107.394",Mexico,0.039,"4"
POINT(-107.41987 24.7859),"24.786","-107.42",Mexico,0.045,"3"
POINT(-107.41287 24.78177),"24.782","-107.413",Mexico,0.14,"4"
POINT(-107.40962 24.77874),"24.779","-107.41",Mexico,0.073,"4"
POINT(-107.37749 24.77609),"24.776","-107.377",Mexico,0.132,"6"
POINT(-107.40537 24.80382),"24.804","-107.405",Mexico,0.04,"9"
POINT(-107.43153 24.76383),"24.764","-107.432",Mexico,0.027,"6"
POINT(-107.41483 24.7834),"24.783","-107.415",Mexico,0.047,"3"
POINT(-107.36604 24.78493),"24.785","-107.366",Mexico,0.172,"12"
POINT(-107.39466 24.77787),"24.778","-107.395",Mexico,0.03,"3"
POINT(-107.43457 24.79841),"24.798","-107.435",Mexico,0.024,"3"
POINT(-107.43105 24.80731),"24.807","-107.431",Mexico,0.03,"3"
POINT(-107.38245 24.80523),"24.805","-107.382",Mexico,0.077,"16"
POINT(-107.41923 24.82012),"24.82","-107.419",Mexico,0.034,"3"
POINT(-107.42809 24.78962),"24.79","-107.428",Mexico,0.025,"3"
POINT(-107.42376 24.79275),"24.793","-107.424",Mexico,0.036,"13"
POINT(-107.43679 24.77323),"24.773","-107.437",Mexico,0.016,"5"
POINT(-107.39396 24.79997),"24.8","-107.394",Mexico,0.11,"11"
POINT(-107.43645 24.78055),"24.781","-107.436",Mexico,0.012,"3"
POINT(-107.39474 24.7998),"24.8","-107.395",Mexico,0.107,"12"
POINT(-107.44451 24.67888),"24.679","-107.445",Mexico,0.059,"5"
POINT(-107.39507 24.78741),"24.787","-107.395",Mexico,0.018,"3"
POINT(-107.36417 24.78217),"24.782","-107.364",Mexico,0.1,"3"
POINT(-107.40203 24.79961),"24.8","-107.402",Mexico,0.02,"3"
POINT(-107.36042 24.80191),"24.802","-107.36",Mexico,0.037,"3"
POINT(-107.40283 24.80456),"24.805","-107.403",Mexico,0.087,"10"
POINT(-107.36565 24.79629),"24.796","-107.366",Mexico,0.023,"3"
POINT(-107.42885 24.75093),"24.751","-107.429",Mexico,0.04,"3"
POINT(-107.40047 24.78983),"24.79","-107.4",Mexico,0.026,"3"
POINT(-107.39429 24.78053),"24.781","-107.394",Mexico,0.024,"3"
POINT(-107.36889 24.80242),"24.802","-107.369",Mexico,0.03,"3"
POINT(-107.37605 24.76644),"24.766","-107.376",Mexico,0.04,"5"
POINT(-107.35997 24.8409),"24.841","-107.36",Mexico,0.039,"3"
POINT(-107.4017 24.79662),"24.797","-107.402",Mexico,0.079,"16"
POINT(-107.38703 24.75737),"24.757","-107.387",Mexico,0.09,"3"
POINT(-107.47813 24.77506),"24.775","-107.478",Mexico,0.011,"3"
POINT(-107.42924 24.75854),"24.759","-107.429",Mexico,0.029,"3"
POINT(-107.36841 24.83101),"24.831","-107.368",Mexico,0.021,"3"
POINT(-107.36871 24.81719),"24.817","-107.369",Mexico,0.091,"3"
POINT(-107.44274 24.77795),"24.778","-107.443",Mexico,0.01,"3"
POINT(-107.37577 24.83146),"24.831","-107.376",Mexico,0.12,"6"
POINT(-107.39184 24.82444),"24.824","-107.392",Mexico,0.636,"8"
POINT(-107.39082 24.81207),"24.812","-107.391",Mexico,0.064,"3"
POINT(-107.40823 24.77755),"24.778","-107.408",Mexico,0.111,"3"
POINT(-107.40121 24.79563),"24.796","-107.401",Mexico,0.043,"3"
POINT(-107.43448 24.77346),"24.773","-107.434",Mexico,0.057,"3"
POINT(-107.43289 24.76683),"24.767","-107.433",Mexico,0.021,"3"
POINT(-107.37955 24.80544),"24.805","-107.38",Mexico,0.063,"5"
POINT(-107.39367 24.7939),"24.794","-107.394",Mexico,0.082,"6"
POINT(-107.37533 24.79562),"24.796","-107.375",Mexico,0.03,"6"
POINT(-107.39437 24.80076),"24.801","-107.394",Mexico,0.05,"10"
POINT(-107.3935 24.79165),"24.792","-107.393",Mexico,0.03,"7"
POINT(-107.38479 24.83361),"24.834","-107.385",Mexico,0.05,"3"
POINT(-107.40567 24.83095),"24.831","-107.406",Mexico,0.013,"3"
POINT(-107.39037 24.76944),"24.769","-107.39",Mexico,0.018,"3"
POINT(-107.42519 24.78982),"24.79","-107.425",Mexico,0.054,"4"
POINT(-107.09578 24.44425),"24.444","-107.096",Mexico,0.773,"5"
POINT(-107.36985 24.78324),"24.783","-107.37",Mexico,0.031,"5"
POINT(-107.36601 24.78982),"24.79","-107.366",Mexico,0.147,"10"
POINT(-107.36307 24.81085),"24.811","-107.363",Mexico,0.082,"5"
POINT(-107.45491 24.81278),"24.813","-107.455",Mexico,0.072,"3"
POINT(-107.42503 24.79097),"24.791","-107.425",Mexico,0.06,"11"
POINT(-107.38506 24.83311),"24.833","-107.385",Mexico,0.142,"4"
POINT(-107.38096 24.82017),"24.82","-107.381",Mexico,0.018,"4"
POINT(-107.41295 24.79293),"24.793","-107.413",Mexico,0.073,"5"
POINT(-107.39193 24.77891),"24.779","-107.392",Mexico,0.058,"3"
POINT(-107.41653 24.79313),"24.793","-107.417",Mexico,0.078,"11"
POINT(-107.4399 24.77898),"24.779","-107.44",Mexico,0.042,"11"
POINT(-107.42869 24.75048),"24.75","-107.429",Mexico,0.107,"3"
POINT(-107.40562 24.80503),"24.805","-107.406",Mexico,0.07,"5"
POINT(-107.40429 24.79552),"24.796","-107.404",Mexico,0.078,"4"
POINT(-107.36573 24.78906),"24.789","-107.366",Mexico,0.018,"3"
POINT(-107.39259 24.75563),"24.756","-107.393",Mexico,0.102,"3"
POINT(-107.39102 24.81102),"24.811","-107.391",Mexico,0.178,"3"
POINT(-107.439 24.77911),"24.779","-107.439",Mexico,0.027,"14"
POINT(-107.3765 24.82818),"24.828","-107.376",Mexico,0.131,"12"
POINT(-107.38396 24.75696),"24.757","-107.384",Mexico,0.151,"5"
POINT(-107.40615 24.79968),"24.8","-107.406",Mexico,0.013,"3"
POINT(-107.40446 24.80357),"24.804","-107.404",Mexico,0.068,"10"
POINT(-107.47746 24.77508),"24.775","-107.477",Mexico,0.017,"3"
POINT(-107.4155 24.78413),"24.784","-107.415",Mexico,0.039,"4"
POINT(-107.41118 24.7672),"24.767","-107.411",Mexico,0.083,"3"
POINT(-107.40178 24.80387),"24.804","-107.402",Mexico,0.107,"5"
POINT(-107.35638 24.80242),"24.802","-107.356",Mexico,0.037,"4"
POINT(-107.36354 24.76913),"24.769","-107.364",Mexico,0.025,"4"
POINT(-107.38915 24.76221),"24.762","-107.389",Mexico,0.149,"9"
POINT(-107.38831 24.80494),"24.805","-107.388",Mexico,0.045,"4"
POINT(-107.38906 24.77926),"24.779","-107.389",Mexico,0.223,"16"
POINT(-107.39606 24.82134),"24.821","-107.396",Mexico,0.1,"3"
POINT(-107.39365 24.79266),"24.793","-107.394",Mexico,0.046,"3"
POINT(-107.38405 24.75176),"24.752","-107.384",Mexico,0.08,"9"
POINT(-107.159 24.50546),"24.505","-107.159",Mexico,0.112,"3"
POINT(-107.49955 24.77398),"24.774","-107.5",Mexico,0.094,"27"
POINT(-107.46299 24.74907),"24.749","-107.463",Mexico,0.335,"97"
POINT(-107.37298 24.77463),"24.775","-107.373",Mexico,0.101,"3"
POINT(-107.42195 24.81863),"24.819","-107.422",Mexico,0.123,"4"
POINT(-107.46111 24.74858),"24.749","-107.461",Mexico,0.056,"11"
POINT(-107.40135 24.77105),"24.771","-107.401",Mexico,0.039,"3"
POINT(-107.42756 24.80065),"24.801","-107.428",Mexico,0.011,"3"
POINT(-107.38909 24.76094),"24.761","-107.389",Mexico,0.036,"3"
POINT(-107.46228 24.7489),"24.749","-107.462",Mexico,0.209,"71"
POINT(-107.36616 24.77502),"24.775","-107.366",Mexico,0.043,"12"
POINT(-107.41266 24.81367),"24.814","-107.413",Mexico,0.104,"23"
POINT(-107.39446 24.80213),"24.802","-107.394",Mexico,0.041,"5"
POINT(-107.41137 24.78031),"24.78","-107.411",Mexico,0.03,"4"
POINT(-107.40068 24.82121),"24.821","-107.401",Mexico,0.059,"5"
POINT(-107.37031 24.7794),"24.779","-107.37",Mexico,0.036,"3"
POINT(-107.42335 24.79144),"24.791","-107.423",Mexico,0.045,"7"
POINT(-107.38825 24.75574),"24.756","-107.388",Mexico,0.439,"7"
POINT(-107.41362 24.798),"24.798","-107.414",Mexico,0.045,"3"
POINT(-107.40152 24.79793),"24.798","-107.402",Mexico,0.151,"4"
POINT(-107.43504 24.772),"24.772","-107.435",Mexico,0.041,"4"
POINT(-107.37578 24.79667),"24.797","-107.376",Mexico,0.149,"7"
POINT(-107.37871 24.80075),"24.801","-107.379",Mexico,0.084,"3"
POINT(-107.39612 24.81768),"24.818","-107.396",Mexico,0.151,"7"
POINT(-107.43432 24.78212),"24.782","-107.434",Mexico,0.073,"11"
POINT(-107.36812 24.77952),"24.78","-107.368",Mexico,0.008,"3"
POINT(-107.42099 24.79358),"24.794","-107.421",Mexico,0.1,"3"
POINT(-107.44036 24.81633),"24.816","-107.44",Mexico,0.199,"3"
POINT(-107.36844 24.78022),"24.78","-107.368",Mexico,0.039,"19"
POINT(-107.42355 24.78856),"24.789","-107.424",Mexico,0.045,"3"
POINT(-107.36632 24.77567),"24.776","-107.366",Mexico,0.008,"3"
POINT(-107.37694 24.79827),"24.798","-107.377",Mexico,0.031,"3"
POINT(-107.42908 24.75661),"24.757","-107.429",Mexico,0.092,"12"
POINT(-107.43164 24.83283),"24.833","-107.432",Mexico,0.025,"6"
POINT(-107.40047 24.79853),"24.799","-107.4",Mexico,0.083,"5"
POINT(-107.41101 24.79692),"24.797","-107.411",Mexico,0.038,"4"
POINT(-107.3959 24.7897),"24.79","-107.396",Mexico,0.113,"9"
POINT(-107.40459 24.80476),"24.805","-107.405",Mexico,0.112,"18"
POINT(-107.45669 24.8073),"24.807","-107.457",Mexico,0.417,"10"
POINT(-107.44444 24.68636),"24.686","-107.444",Mexico,0.035,"3"
POINT(-107.40188 24.80108),"24.801","-107.402",Mexico,0.036,"4"
POINT(-107.39744 24.82115),"24.821","-107.397",Mexico,0.179,"5"
POINT(-107.36122 24.76415),"24.764","-107.361",Mexico,0.068,"6"
POINT(-107.43275 24.8104),"24.81","-107.433",Mexico,0.058,"3"
POINT(-107.47558 24.77505),"24.775","-107.476",Mexico,0.049,"7"
POINT(-107.38088 24.82892),"24.829","-107.381",Mexico,0.443,"9"
POINT(-107.40009 24.83392),"24.834","-107.4",Mexico,0.018,"3"
POINT(-107.42948 24.78677),"24.787","-107.429",Mexico,0.183,"33"
POINT(-107.40847 24.79955),"24.8","-107.408",Mexico,0.139,"19"
POINT(-107.38645 24.75573),"24.756","-107.386",Mexico,0.058,"14"
POINT(-107.3734 24.77858),"24.779","-107.373",Mexico,0.106,"3"
POINT(-107.39215 24.80496),"24.805","-107.392",Mexico,0.164,"8"
POINT(-107.42901 24.75581),"24.756","-107.429",Mexico,0.19,"15"
POINT(-107.3917 24.80245),"24.802","-107.392",Mexico,0.027,"3"
POINT(-107.43073 24.76246),"24.762","-107.431",Mexico,0.022,"3"
POINT(-107.39079 24.83169),"24.832","-107.391",Mexico,0.033,"3"
POINT(-107.36434 24.77077),"24.771","-107.364",Mexico,0.033,"17"
POINT(-107.43557 24.77073),"24.771","-107.436",Mexico,0.07,"17"
POINT(-107.38496 24.80518),"24.805","-107.385",Mexico,0.049,"3"
POINT(-107.40258 24.78351),"24.784","-107.403",Mexico,0.074,"3"
POINT(-107.41382 24.82564),"24.826","-107.414",Mexico,0.167,"5"
POINT(-107.40446 24.78358),"24.784","-107.404",Mexico,0.064,"3"
POINT(-107.40419 24.79802),"24.798","-107.404",Mexico,0.037,"4"
POINT(-107.39512 24.78177),"24.782","-107.395",Mexico,0.062,"6"
POINT(-107.4365 24.77284),"24.773","-107.436",Mexico,0.108,"3"
POINT(-106.40782 23.25825),"23.258","-106.408",Mexico,0.022,"3"
POINT(-106.40575 23.25625),"23.256","-106.406",Mexico,0.012,"3"
POINT(-98.40237 22.20922),"22.209","-98.402",Mexico,0.501,"21"
POINT(-98.38212 22.21663),"22.217","-98.382",Mexico,0.181,"9"
POINT(-98.37854 22.21789),"22.218","-98.379",Mexico,0.101,"3"
POINT(-100.32428 22.45205),"22.452","-100.324",Mexico,1.096,"9"
POINT(-100.32459 22.45175),"22.452","-100.325",Mexico,1.002,"26"
POINT(-99.95413 21.91936),"21.919","-99.954",Mexico,0.234,"5"
POINT(-100.63981 23.62363),"23.624","-100.64",Mexico,0.271,"17"
POINT(-100.63861 23.63385),"23.634","-100.639",Mexico,0.239,"9"
POINT(-99.03872 21.9882),"21.988","-99.039",Mexico,0.038,"3"
POINT(-99.00374 21.96244),"21.962","-99.004",Mexico,2.789,"24"
POINT(-100.99373 22.11615),"22.116","-100.994",Mexico,0.083,"3"
POINT(-100.89763 22.09674),"22.097","-100.898",Mexico,0.209,"3"
POINT(-101.00482 22.13815),"22.138","-101.005",Mexico,0.035,"3"
